# submitted_item	validated_id	current_symbol
FBgn0034638	FBgn0034638	CG10433
FBgn0034639	FBgn0034639	CG15673
FBgn0034641	FBgn0034641	mahj
FBgn0034643	FBgn0034643	CG10321
FBgn0034644	FBgn0034644	CG10082
FBgn0034645	FBgn0034645	ND-B12
FBgn0034646	FBgn0034646	Rae1
FBgn0034647	FBgn0034647	pirk
FBgn0034650	FBgn0034650	NC2alpha
FBgn0034654	FBgn0034654	eIF3k
FBgn0034655	FBgn0034655	CG10307
FBgn0034660	FBgn0034660	Loxl2
FBgn0034674	FBgn0034674	CG9304
FBgn0034688	FBgn0034688	CG11474
FBgn0034689	FBgn0034689	CG2921
FBgn0034691	FBgn0034691	Synj
FBgn0034693	FBgn0034693	CG11073
FBgn0034694	FBgn0034694	Plekhm1
FBgn0034697	FBgn0034697	GM130
FBgn0034704	FBgn0034704	CG6758
FBgn0034705	FBgn0034705	CG11170
FBgn0034706	FBgn0034706	CG11275
FBgn0034708	FBgn0034708	Vps35
FBgn0034709	FBgn0034709	Swim
FBgn0034716	FBgn0034716	Oatp58Dc
FBgn0034718	FBgn0034718	wdp
FBgn0034720	FBgn0034720	Liprin-gamma
FBgn0034722	FBgn0034722	Rtf1
FBgn0034723	FBgn0034723	CG13506
FBgn0034724	FBgn0034724	babos
FBgn0034725	FBgn0034725	CG6044
FBgn0034726	FBgn0034726	Mes4
FBgn0034727	FBgn0034727	mRpS29
FBgn0034728	FBgn0034728	rad50
FBgn0034731	FBgn0034731	CG10384
FBgn0034735	FBgn0034735	CG4610
FBgn0034741	FBgn0034741	CG4269
FBgn0034742	FBgn0034742	CG4294
FBgn0034743	FBgn0034743	RpS16
FBgn0034744	FBgn0034744	Vps20
FBgn0034750	FBgn0034750	CG3732
FBgn0034753	FBgn0034753	CG2852
FBgn0034755	FBgn0034755	CG3746
FBgn0034761	FBgn0034761	CG4250
FBgn0034763	FBgn0034763	RYBP
FBgn0034788	FBgn0034788	CG13532
FBgn0034789	FBgn0034789	PIP5K59B
FBgn0034791	FBgn0034791	EMC8-9
FBgn0034792	FBgn0034792	YME1L
FBgn0034793	FBgn0034793	asrij
FBgn0034796	FBgn0034796	CG3700
FBgn0034797	FBgn0034797	nahoda
FBgn0034802	FBgn0034802	CNBP
FBgn0034803	FBgn0034803	CG9849
FBgn0034804	FBgn0034804	CG3831
FBgn0034808	FBgn0034808	CG9896
FBgn0034814	FBgn0034814	CG9890
FBgn0034849	FBgn0034849	CG3500
FBgn0034854	FBgn0034854	Golgin245
FBgn0034858	FBgn0034858	eIF2Bdelta
FBgn0034860	FBgn0034860	CG9812
FBgn0034861	FBgn0034861	CG9815
FBgn0034876	FBgn0034876	wmd
FBgn0034877	FBgn0034877	levy
FBgn0034878	FBgn0034878	pita
FBgn0034879	FBgn0034879	Rrp4
FBgn0034885	FBgn0034885	Eglp4
FBgn0034887	FBgn0034887	St1
FBgn0034893	FBgn0034893	mRpL43
FBgn0034894	FBgn0034894	sigmar
FBgn0034897	FBgn0034897	Sesn
FBgn0034902	FBgn0034902	CG5532
FBgn0034903	FBgn0034903	sona
FBgn0034911	FBgn0034911	GlyT
FBgn0034913	FBgn0034913	Snap29
FBgn0034914	FBgn0034914	CG5554
FBgn0034915	FBgn0034915	eIF6
FBgn0034919	FBgn0034919	CG5569
FBgn0034920	FBgn0034920	CG5597
FBgn0034921	FBgn0034921	DCP1
FBgn0034933	FBgn0034933	CG3735
FBgn0034935	FBgn0034935	Orcokinin
FBgn0034936	FBgn0034936	Stoml2
FBgn0034938	FBgn0034938	CG3803
FBgn0034939	FBgn0034939	thoc5
FBgn0034940	FBgn0034940	CG16787
FBgn0034943	FBgn0034943	Fmo-1
FBgn0034945	FBgn0034945	CG10904
FBgn0034946	FBgn0034946	CG3065
FBgn0034948	FBgn0034948	PPP1R15
FBgn0034950	FBgn0034950	Pask
FBgn0034951	FBgn0034951	CG3860
FBgn0034958	FBgn0034958	CG3907
FBgn0034959	FBgn0034959	Xxylt
FBgn0034961	FBgn0034961	CG3163
FBgn0034962	FBgn0034962	MAN1
FBgn0034963	FBgn0034963	Not11
FBgn0034964	FBgn0034964	IntS1
FBgn0034967	FBgn0285952	eEF5
FBgn0034968	FBgn0034968	RpL12
FBgn0034970	FBgn0034970	yki
FBgn0034971	FBgn0034971	Gpat4
FBgn0034972	FBgn0034972	CG10339
FBgn0034975	FBgn0034975	enok
FBgn0034976	FBgn0034976	CG4049
FBgn0034978	FBgn0034978	CG3257
FBgn0034985	FBgn0034985	CG3328
FBgn0034986	FBgn0034986	mRpS17
FBgn0034988	FBgn0034988	cN-IIIB
FBgn0034989	FBgn0034989	CG3356
FBgn0034997	FBgn0034997	CG3376
FBgn0034999	FBgn0034999	Fatp3
FBgn0035001	FBgn0035001	Slik
FBgn0035010	FBgn0035010	CG13579
FBgn0035016	FBgn0035016	CG4612
FBgn0035020	FBgn0035020	CG13585
FBgn0035021	FBgn0035021	CG4622
FBgn0035023	FBgn0035023	ITP
FBgn0035024	FBgn0035024	CG11414
FBgn0035026	FBgn0035026	Fcp1
FBgn0035027	FBgn0035027	CG3511
FBgn0035028	FBgn0035028	Start1
FBgn0035032	FBgn0035032	ATPsynF
FBgn0035033	FBgn0035033	CG3548
FBgn0035041	FBgn0035041	CG13594
FBgn0035044	FBgn0035044	CG3663
FBgn0035046	FBgn0035046	ND-19
FBgn0035049	FBgn0035049	Mmp1
FBgn0035050	FBgn0035050	SiaT
FBgn0035059	FBgn0035059	CG3894
FBgn0035060	FBgn0035060	Eps-15
FBgn0035065	FBgn0035065	CG3589
FBgn0035076	FBgn0035076	Ance-5
FBgn0035082	FBgn0035082	CG2811
FBgn0035083	FBgn0035083	Tina-1
FBgn0035086	FBgn0035086	CG12851
FBgn0035087	FBgn0035087	CG2765
FBgn0035088	FBgn0035088	CG3776
FBgn0035089	FBgn0035089	Phk-3
FBgn0035090	FBgn0035090	CG2736
FBgn0035091	FBgn0035091	CG3829
FBgn0035092	FBgn0035092	Nplp1
FBgn0035101	FBgn0035101	p130CAS
FBgn0035103	FBgn0035103	Vdup1
FBgn0035106	FBgn0035106	rno
FBgn0035107	FBgn0035107	mri
FBgn0035110	FBgn0035110	thoc7
FBgn0035111	FBgn0035111	Dis3l2
FBgn0035120	FBgn0035120	wac
FBgn0035121	FBgn0035121	Tudor-SN
FBgn0035122	FBgn0035122	mRpL17
FBgn0035132	FBgn0035132	mthl10
FBgn0035137	FBgn0035137	CG1233
FBgn0035140	FBgn0035140	BORCS6
FBgn0035141	FBgn0035141	Cypl
FBgn0035142	FBgn0035142	Hipk
FBgn0035144	FBgn0035144	Kah
FBgn0035145	FBgn0035145	MED14
FBgn0035147	FBgn0035147	Gale
FBgn0035148	FBgn0035148	CG3402
FBgn0035149	FBgn0035149	MED30
FBgn0035152	FBgn0035152	CG3386
FBgn0035153	FBgn0035153	ebd1
FBgn0035157	FBgn0035157	CG13894
FBgn0035158	FBgn0035158	CG13895
FBgn0035164	FBgn0035164	CG13901
FBgn0035165	FBgn0035165	CG13887
FBgn0035166	FBgn0035166	JMJD5
FBgn0035169	FBgn0035169	Dci
FBgn0035170	FBgn0035170	dpr20
FBgn0035171	FBgn0035171	CG12502
FBgn0035173	FBgn0035173	CG13907
FBgn0035179	FBgn0035179	CG12038
FBgn0035181	FBgn0035181	CG9205
FBgn0035187	FBgn0035187	Trh
FBgn0035203	FBgn0035203	CG9149
FBgn0035204	FBgn0035204	CG2277
FBgn0035205	FBgn0035205	Ctr9
FBgn0035206	FBgn0035206	sturkopf
FBgn0035207	FBgn0035207	Herc4
FBgn0035211	FBgn0035211	CG2211
FBgn0035213	FBgn0035213	CG2199
FBgn0035227	FBgn0035227	Iml1
FBgn0035228	FBgn0035228	CG12091
FBgn0035229	FBgn0035229	pns
FBgn0035231	FBgn0035231	Pcyt2
FBgn0035232	FBgn0035232	CG12099
FBgn0035235	FBgn0035235	CG7879
FBgn0035236	FBgn0035236	CG12004
FBgn0035237	FBgn0035237	CG13917
FBgn0035238	FBgn0035238	CG12104
FBgn0035244	FBgn0035244	ABCB7
FBgn0035246	FBgn0035246	CG13928
FBgn0035247	FBgn0035247	metl
FBgn0035251	FBgn0035251	Vta1
FBgn0035252	FBgn0035252	CG7970
FBgn0035253	FBgn0035253	Srrm234
FBgn0035255	FBgn0035255	RabX5
FBgn0035260	FBgn0035260	CG7991
FBgn0035266	FBgn0035266	Gk2
FBgn0035267	FBgn0035267	CG13921
FBgn0035268	FBgn0035268	CG8001
FBgn0035270	FBgn0035270	CG13933
FBgn0035271	FBgn0035271	CG2021
FBgn0035272	FBgn0035272	mRpL46
FBgn0035280	FBgn0035280	Cpr62Bb
FBgn0035283	FBgn0035283	CG12024
FBgn0035285	FBgn0035285	CG12025
FBgn0035287	FBgn0035287	CG13937
FBgn0035290	FBgn0035290	dsb
FBgn0035293	FBgn0035293	CG5687
FBgn0035294	FBgn0035294	Mfap1
FBgn0035298	FBgn0035298	SCOT
FBgn0035318	FBgn0035318	CG9018
FBgn0035321	FBgn0035321	CG1275
FBgn0035323	FBgn0035323	CG13807
FBgn0035331	FBgn0035331	MsR1
FBgn0035333	FBgn0035333	CG1317
FBgn0035334	FBgn0035334	CG8993
FBgn0035335	FBgn0035335	mRpL23
FBgn0035346	FBgn0035346	CG1146
FBgn0035348	FBgn0035348	CG16758
FBgn0035355	FBgn0035355	CG16985
FBgn0035356	FBgn0035356	CG16986
FBgn0035359	FBgn0035359	CG1143
FBgn0035370	FBgn0035370	Non2
FBgn0035371	FBgn0035371	AhcyL1
FBgn0035372	FBgn0035372	CG12093
FBgn0035374	FBgn0035374	mRpS35
FBgn0035375	FBgn0035375	Pgant6
FBgn0035379	FBgn0035379	spz5
FBgn0035382	FBgn0035382	Or63a
FBgn0035383	FBgn0035383	CPT2
FBgn0035385	FBgn0035385	FMRFaR
FBgn0035388	FBgn0035388	CG2162
FBgn0035390	FBgn0035390	scramb2
FBgn0035392	FBgn0035392	CG1271
FBgn0035393	FBgn0035393	CG16753
FBgn0035397	FBgn0035397	PAN3
FBgn0035400	FBgn0035400	CG11537
FBgn0035401	FBgn0035401	Alg2
FBgn0035402	FBgn0035402	Usp5
FBgn0035405	FBgn0035405	CG15812
FBgn0035415	FBgn0035415	CG14966
FBgn0035421	FBgn0035421	nSMase
FBgn0035422	FBgn0035422	RpL28
FBgn0035423	FBgn0035423	eIF1
FBgn0035424	FBgn0035424	Larp4B
FBgn0035425	FBgn0035425	CG17746
FBgn0035431	FBgn0035431	CG14968
FBgn0035432	FBgn0035432	ZnT63C
FBgn0035434	FBgn0035434	Drsl5
FBgn0035437	FBgn0035437	Strip
FBgn0035438	FBgn0035438	PHGPx
FBgn0035440	FBgn0035440	CG14969
FBgn0035444	FBgn0035444	CG12012
FBgn0035445	FBgn0035445	Ids
FBgn0035449	FBgn0035449	CG14971
FBgn0035452	FBgn0035452	CG10359
FBgn0035462	FBgn0035462	IntS10
FBgn0035464	FBgn0035464	PIG-B
FBgn0035469	FBgn0035469	CG14977
FBgn0035470	FBgn0035470	Ccz1
FBgn0035471	FBgn0035471	Sc2
FBgn0035473	FBgn0035473	mge
FBgn0035475	FBgn0035475	CG10866
FBgn0035477	FBgn0035477	CG14982
FBgn0035480	FBgn0035480	CG14984
FBgn0035481	FBgn0035481	CG12605
FBgn0035482	FBgn0035482	CG14985
FBgn0035488	FBgn0035488	CG11593
FBgn0035490	FBgn0035490	CG1136
FBgn0035495	FBgn0035495	CG14989
FBgn0035497	FBgn0035497	CG14995
FBgn0035498	FBgn0035498	Fit1
FBgn0035499	FBgn0035499	Chd64
FBgn0035501	FBgn0035501	CG1299
FBgn0035505	FBgn0035505	Teh2
FBgn0035515	FBgn0035515	CG14997
FBgn0035517	FBgn0035517	CG1265
FBgn0035519	FBgn0035519	CG1309
FBgn0035520	FBgn0035520	CG11586
FBgn0035521	FBgn0035521	VhaM9.7-a
FBgn0035523	FBgn0035523	Ctl1
FBgn0035524	FBgn0035524	CG11583
FBgn0035526	FBgn0035526	CG1316
FBgn0035528	FBgn0035528	CG15012
FBgn0035529	FBgn0035529	Fdx2
FBgn0035532	FBgn0035532	CG15014
FBgn0035533	FBgn0035533	Cip4
FBgn0035534	FBgn0035534	mRpS6
FBgn0035538	FBgn0035538	DopEcR
FBgn0035539	FBgn0035539	slow
FBgn0035540	FBgn0035540	Syx17
FBgn0035541	FBgn0035541	CG15019
FBgn0035542	FBgn0035542	DOR
FBgn0035544	FBgn0035544	CG15021
FBgn0035558	FBgn0035558	CG11357
FBgn0035574	FBgn0035574	RhoGEF64C
FBgn0035575	FBgn0035575	CG7509
FBgn0035578	FBgn0035578	CG13707
FBgn0035586	FBgn0035586	Fitm
FBgn0035588	FBgn0035588	CG10672
FBgn0035589	FBgn0035589	CHMP2B
FBgn0035590	FBgn0035590	Prpk
FBgn0035593	FBgn0035593	CG4603
FBgn0035600	FBgn0035600	Cyt-c1
FBgn0035601	FBgn0035601	Uev1A
FBgn0035603	FBgn0035603	Pfdn4
FBgn0035622	FBgn0035622	TM9SF3
FBgn0035623	FBgn0035623	mthl2
FBgn0035624	FBgn0035624	Eaf6
FBgn0035625	FBgn0035625	Blimp-1
FBgn0035630	FBgn0035630	CG10576
FBgn0035631	FBgn0035631	Txl
FBgn0035639	FBgn0035639	kri
FBgn0035649	FBgn0035649	CG10483
FBgn0035656	FBgn0035656	CG10479
FBgn0035674	FBgn0035674	CG13295
FBgn0035675	FBgn0035675	CG6610
FBgn0035676	FBgn0035676	ssp6
FBgn0035677	FBgn0035677	CG13293
FBgn0035688	FBgn0035688	fmt
FBgn0035692	FBgn0035692	Sf3b6
FBgn0035695	FBgn0035695	CG10226
FBgn0035696	FBgn0035696	Best2
FBgn0035699	FBgn0035699	CG13300
FBgn0035703	FBgn0035703	CG8270
FBgn0035704	FBgn0035704	Vps8
FBgn0035707	FBgn0286051	Rexo5
FBgn0035708	FBgn0035708	axed
FBgn0035710	FBgn0035710	SP1173
FBgn0035713	FBgn0035713	velo
FBgn0035714	FBgn0035714	CG8549
FBgn0035715	FBgn0035715	Ist1
FBgn0035719	FBgn0035719	tow
FBgn0035720	FBgn0035720	CG10077
FBgn0035726	FBgn0035726	CG9953
FBgn0035733	FBgn0035733	CG8641
FBgn0035753	FBgn0035753	RpL18
FBgn0035754	FBgn0035754	MED4
FBgn0035756	FBgn0035756	unc-13-4A
FBgn0035762	FBgn0035762	Rint1
FBgn0035763	FBgn0035763	mrva
FBgn0035766	FBgn0035766	eco
FBgn0035767	FBgn0035767	Cln7
FBgn0035769	FBgn0035769	CTCF
FBgn0035770	FBgn0035770	pst
FBgn0035771	FBgn0035771	Sec63
FBgn0035772	FBgn0035772	Sh3beta
FBgn0035791	FBgn0035791	CG8539
FBgn0035793	FBgn0035793	CG7546
FBgn0035802	FBgn0035802	Pura
FBgn0035805	FBgn0035805	CG7506
FBgn0035806	FBgn0035806	PGRP-SD
FBgn0035807	FBgn0035807	CG7492
FBgn0035816	FBgn0035816	CG13685
FBgn0035817	FBgn0035817	CG7409
FBgn0035825	FBgn0035825	CG8111
FBgn0035827	FBgn0035827	Srp9
FBgn0035829	FBgn0035829	HP4
FBgn0035830	FBgn0035830	CG8209
FBgn0035831	FBgn0035831	Pop4
FBgn0035839	FBgn0035839	CG7550
FBgn0035848	FBgn0035848	Uxs
FBgn0035849	FBgn0035849	ERR
FBgn0035850	FBgn0035850	Atg18a
FBgn0035853	FBgn0035853	UbcE2M
FBgn0035866	FBgn0035866	Arl5
FBgn0035867	FBgn0035867	CG13671
FBgn0035871	FBgn0035871	BI-1
FBgn0035872	FBgn0035872	Cpsf6
FBgn0035873	FBgn0035873	CG13670
FBgn0035876	FBgn0035876	Pex2
FBgn0035877	FBgn0035877	CG7083
FBgn0035878	FBgn0035878	CG7182
FBgn0035879	FBgn0035879	GAPcenA
FBgn0035880	FBgn0035880	Culd
FBgn0035888	FBgn0035888	CG7120
FBgn0035896	FBgn0035896	CG6983
FBgn0035900	FBgn0035900	ZC3H3
FBgn0035903	FBgn0035903	CG6765
FBgn0035904	FBgn0035904	GstO3
FBgn0035906	FBgn0035906	GstO2
FBgn0035907	FBgn0035907	GstO1
FBgn0035909	FBgn0035909	ergic53
FBgn0035914	FBgn0035914	CG6282
FBgn0035917	FBgn0035917	Zasp66
FBgn0035936	FBgn0035936	Tsp66E
FBgn0035944	FBgn0035944	CG5021
FBgn0035945	FBgn0035945	CG5026
FBgn0035947	FBgn0035947	Srp68
FBgn0035948	FBgn0035948	CG5644
FBgn0035951	FBgn0035951	CG5068
FBgn0035953	FBgn0035953	CG5087
FBgn0035959	FBgn0035959	CG4911
FBgn0035964	FBgn0035964	Dhpr
FBgn0035968	FBgn0035968	Slc45-1
FBgn0035975	FBgn0035975	PGRP-LA
FBgn0035976	FBgn0035976	PGRP-LC
FBgn0035978	FBgn0035978	UGP
FBgn0035981	FBgn0035981	CG4452
FBgn0035982	FBgn0035982	CG4461
FBgn0035983	FBgn0035983	CG4080
FBgn0035985	FBgn0035985	Cpr67B
FBgn0035986	FBgn0035986	CG4022
FBgn0035987	FBgn0035987	Cpsf5
FBgn0035989	FBgn0035989	Tat
FBgn0035995	FBgn0035995	CG3529
FBgn0035997	FBgn0035997	phol
FBgn0035999	FBgn0035999	CG3552
FBgn0036004	FBgn0036004	Jarid2
FBgn0036005	FBgn0036005	pall
FBgn0036007	FBgn0036007	path
FBgn0036015	FBgn0036015	CG3088
FBgn0036018	FBgn0036018	CG3335
FBgn0036020	FBgn0036020	CG8336
FBgn0036022	FBgn0036022	CG8329
FBgn0036028	FBgn0036028	CG16717
FBgn0036030	FBgn0036030	Prps
FBgn0036032	FBgn0036032	CG16711
FBgn0036035	FBgn0036035	CG18178
FBgn0036039	FBgn0036039	Naa60
FBgn0036040	FBgn0036040	CG6749
FBgn0036043	FBgn0036043	Ae2
FBgn0036046	FBgn0036046	Ilp2
FBgn0036052	FBgn0036052	CG10809
FBgn0036053	FBgn0036053	iPLA2-VIA
FBgn0036058	FBgn0036058	CG6707
FBgn0036059	FBgn0036059	nudE
FBgn0036063	FBgn0036063	CG6674
FBgn0036090	FBgn0036090	CG8009
FBgn0036094	FBgn0036094	CG14153
FBgn0036096	FBgn0036096	CG8003
FBgn0036099	FBgn0036099	CG11811
FBgn0036101	FBgn0036101	NijA
FBgn0036104	FBgn0036104	CG6418
FBgn0036105	FBgn0036105	Blos4
FBgn0036106	FBgn0036106	CG6409
FBgn0036107	FBgn0036107	galla-2
FBgn0036111	FBgn0036111	Aps
FBgn0036116	FBgn0036116	CG7888
FBgn0036121	FBgn0036121	CG6310
FBgn0036124	FBgn0036124	CG7839
FBgn0036133	FBgn0036133	CG7638
FBgn0036134	FBgn0036134	FoxK
FBgn0036135	FBgn0036135	mRpL2
FBgn0036136	FBgn0036136	Ufd1-like
FBgn0036141	FBgn0036141	wls
FBgn0036144	FBgn0036144	GlcAT-P
FBgn0036145	FBgn0036145	CG7607
FBgn0036146	FBgn0036146	nkt
FBgn0036147	FBgn0036147	Plod
FBgn0036152	FBgn0036152	CG6175
FBgn0036155	FBgn0036155	CG6163
FBgn0036165	FBgn0036165	chrb
FBgn0036173	FBgn0036173	CG7394
FBgn0036179	FBgn0036179	CG7368
FBgn0036180	FBgn0036180	Duba
FBgn0036183	FBgn0036183	CG6083
FBgn0036184	FBgn0036184	PCID2
FBgn0036188	FBgn0036188	CG7339
FBgn0036192	FBgn0036192	Pldn
FBgn0036193	FBgn0036193	CG14135
FBgn0036194	FBgn0036194	Dph1
FBgn0036196	FBgn0036196	CG11658
FBgn0036198	FBgn0036198	crim
FBgn0036199	FBgn0036199	Bmcp
FBgn0036202	FBgn0036202	CG6024
FBgn0036208	FBgn0036208	CG10361
FBgn0036210	FBgn0036210	CG14130
FBgn0036211	FBgn0036211	CG5946
FBgn0036213	FBgn0036213	RpL10Ab
FBgn0036237	FBgn0036237	viaf
FBgn0036239	FBgn0036239	Pop2
FBgn0036240	FBgn0036240	CG6928
FBgn0036248	FBgn0036248	ssp
FBgn0036249	FBgn0036249	CG11560
FBgn0036255	FBgn0036255	Atg12
FBgn0036257	FBgn0036257	RhoGAP68F
FBgn0036258	FBgn0036258	eIF3l
FBgn0036259	FBgn0036259	CG9760
FBgn0036260	FBgn0036260	Rh7
FBgn0036262	FBgn0036262	CG6910
FBgn0036263	FBgn0036263	thoc6
FBgn0036264	FBgn0036264	CG11529
FBgn0036272	FBgn0036272	Sms
FBgn0036273	FBgn0036273	INPP5E
FBgn0036274	FBgn0036274	CG4328
FBgn0036277	FBgn0036277	CG10418
FBgn0036278	FBgn0036278	CrzR
FBgn0036279	FBgn0036279	Ncc69
FBgn0036285	FBgn0036285	toe
FBgn0036286	FBgn0036286	CG10616
FBgn0036288	FBgn0036288	CG10660
FBgn0036294	FBgn0036294	CG10654
FBgn0036298	FBgn0036298	nst
FBgn0036299	FBgn0036299	Tsf2
FBgn0036300	FBgn0036300	Pmm2
FBgn0036302	FBgn0036302	sowah
FBgn0036305	FBgn0036305	CG10984
FBgn0036306	FBgn0036306	CG10973
FBgn0036309	FBgn0036309	Hip1
FBgn0036314	FBgn0036314	Sf3a2
FBgn0036316	FBgn0036316	CG10960
FBgn0036317	FBgn0036317	CG10948
FBgn0036318	FBgn0036318	Wbp2
FBgn0036319	FBgn0036319	Ent3
FBgn0036333	FBgn0036333	MICAL-like
FBgn0036334	FBgn0036334	CG11267
FBgn0036335	FBgn0036335	mRpL20
FBgn0036337	FBgn0036337	Adk2
FBgn0036340	FBgn0036340	Srrm1
FBgn0036341	FBgn0036341	Syx13
FBgn0036342	FBgn0036342	CG11279
FBgn0036353	FBgn0036353	CG10171
FBgn0036359	FBgn0036359	CG14105
FBgn0036360	FBgn0036360	CG10713
FBgn0036364	FBgn0036364	CG14109
FBgn0036365	FBgn0036365	cmb
FBgn0036369	FBgn0036369	CG10089
FBgn0036372	FBgn0036372	Abp1
FBgn0036373	FBgn0036373	Tgi
FBgn0036374	FBgn0036374	Spt20
FBgn0036376	FBgn0036376	Liprin-beta
FBgn0036377	FBgn0036377	CG10710
FBgn0036381	FBgn0036381	CG8745
FBgn0036386	FBgn0036386	CG8833
FBgn0036391	FBgn0036391	CG17364
FBgn0036397	FBgn0036397	Nprl3
FBgn0036398	FBgn0036398	upSET
FBgn0036405	FBgn0036405	CG6833
FBgn0036406	FBgn0036406	CG13484
FBgn0036428	FBgn0036428	Gbs-70E
FBgn0036433	FBgn0036433	CG9628
FBgn0036446	FBgn0036446	Mgat4a
FBgn0036448	FBgn0036448	mop
FBgn0036449	FBgn0036449	bmm
FBgn0036450	FBgn0036450	Tdrd3
FBgn0036451	FBgn0036451	Helz
FBgn0036454	FBgn0036454	CG17839
FBgn0036460	FBgn0036460	CG5114
FBgn0036462	FBgn0036462	mRpL39
FBgn0036483	FBgn0036483	CG12316
FBgn0036484	FBgn0036484	Pex3
FBgn0036487	FBgn0036487	Prp31
FBgn0036488	FBgn0036488	CG6878
FBgn0036494	FBgn0036494	Toll-6
FBgn0036500	FBgn0036500	CG7275
FBgn0036501	FBgn0036501	CG7272
FBgn0036502	FBgn0036502	CG7841
FBgn0036505	FBgn0036505	CG7945
FBgn0036509	FBgn0036509	CG7739
FBgn0036510	FBgn0036510	SCCRO
FBgn0036512	FBgn0036512	CG16979
FBgn0036515	FBgn0036515	AIMP2
FBgn0036516	FBgn0036516	CG7656
FBgn0036518	FBgn0036518	RhoGAP71E
FBgn0036534	FBgn0036534	DCP2
FBgn0036537	FBgn0036537	CG18081
FBgn0036538	FBgn0036538	CG15715
FBgn0036544	FBgn0036544	sff
FBgn0036545	FBgn0036545	GXIVsPLA2
FBgn0036547	FBgn0036547	CG17032
FBgn0036549	FBgn0036549	CG10516
FBgn0036551	FBgn0036551	CG17029
FBgn0036553	FBgn0036553	CG17027
FBgn0036556	FBgn0036556	hzg
FBgn0036557	FBgn0036557	mRpS31
FBgn0036560	FBgn0036560	CG5895
FBgn0036566	FBgn0036566	ClC-c
FBgn0036571	FBgn0036571	Strump
FBgn0036576	FBgn0036576	CG5151
FBgn0036579	FBgn0036579	CG5027
FBgn0036580	FBgn0036580	PDCD-5
FBgn0036581	FBgn0036581	MED10
FBgn0036587	FBgn0036587	CG4950
FBgn0036589	FBgn0036589	CG13067
FBgn0036597	FBgn0036597	CG4962
FBgn0036619	FBgn0036619	Cpr72Ec
FBgn0036620	FBgn0036620	CG4842
FBgn0036621	FBgn0036621	roq
FBgn0036623	FBgn0036623	Agpat3
FBgn0036624	FBgn0036624	RAF2
FBgn0036627	FBgn0036627	Gagr
FBgn0036641	FBgn0036641	Smn
FBgn0036643	FBgn0036643	Syx8
FBgn0036659	FBgn0036659	CG9701
FBgn0036661	FBgn0036661	CG9705
FBgn0036662	FBgn0036662	CG9706
FBgn0036663	FBgn0036663	CG9674
FBgn0036666	FBgn0036666	TSG101
FBgn0036667	FBgn0036667	kud
FBgn0036668	FBgn0036668	Zcchc7
FBgn0036671	FBgn0036671	CG9951
FBgn0036680	FBgn0036680	Cpr73D
FBgn0036684	FBgn0036684	CG3764
FBgn0036685	FBgn0036685	CG6664
FBgn0036686	FBgn0036686	CG7728
FBgn0036691	FBgn0036691	beg
FBgn0036695	FBgn0036695	Papst2
FBgn0036697	FBgn0036697	rogdi
FBgn0036698	FBgn0036698	CG7724
FBgn0036702	FBgn0036702	CG6512
FBgn0036713	FBgn0036713	Mip
FBgn0036725	FBgn0036725	CG18265
FBgn0036726	FBgn0036726	QIL1
FBgn0036727	FBgn0036727	SecCl
FBgn0036728	FBgn0036728	UQCR-Q
FBgn0036732	FBgn0036732	Oatp74D
FBgn0036733	FBgn0036733	U4-U6-60K
FBgn0036734	FBgn0036734	CG7564
FBgn0036735	FBgn0036735	Edc3
FBgn0036740	FBgn0036740	Vps60
FBgn0036741	FBgn0036741	anchor
FBgn0036742	FBgn0036742	CG7497
FBgn0036745	FBgn0036745	CG7484
FBgn0036746	FBgn0036746	Crtc
FBgn0036752	FBgn0036752	Adgf-A
FBgn0036756	FBgn0036756	Cln3
FBgn0036757	FBgn0036757	Ir75a
FBgn0036759	FBgn0036759	CG5577
FBgn0036760	FBgn0036760	CG5567
FBgn0036761	FBgn0036761	MED19
FBgn0036762	FBgn0036762	CG7430
FBgn0036763	FBgn0036763	TrpRS-m
FBgn0036764	FBgn0036764	CG5535
FBgn0036765	FBgn0036765	CG7408
FBgn0036769	FBgn0036769	Tsp74F
FBgn0036770	FBgn0036770	Prestin
FBgn0036773	FBgn0036773	CG13698
FBgn0036774	FBgn0036774	mRpS26
FBgn0036775	FBgn0036775	Rpc53
FBgn0036783	FBgn0036783	CheA75a
FBgn0036786	FBgn0036786	skl
FBgn0036787	FBgn0036787	CG4306
FBgn0036801	FBgn0036801	MYPT-75D
FBgn0036804	FBgn0036804	Sgf11
FBgn0036805	FBgn0036805	Chmp1
FBgn0036806	FBgn0036806	Cyp12c1
FBgn0036811	FBgn0036811	MED11
FBgn0036813	FBgn0036813	Atg3
FBgn0036814	FBgn0036814	CG14073
FBgn0036816	FBgn0036816	Indy
FBgn0036820	FBgn0036820	Grx1
FBgn0036821	FBgn0036821	CG3961
FBgn0036824	FBgn0036824	CG3902
FBgn0036825	FBgn0036825	RpL26
FBgn0036827	FBgn0036827	CG6843
FBgn0036834	FBgn0036834	CG6836
FBgn0036837	FBgn0036837	CG18135
FBgn0036842	FBgn0036842	Ugt316A1
FBgn0036843	FBgn0036843	Sfxn2
FBgn0036844	FBgn0036844	Mkp3
FBgn0036846	FBgn0036846	MESR6
FBgn0036847	FBgn0036847	CNPYb
FBgn0036848	FBgn0036848	Naxd
FBgn0036851	FBgn0036851	CG14082
FBgn0036853	FBgn0036853	mRpL21
